study	Last modified	version	file	link	comment
phs000577	2018-02-01	1	phs000577.v1.pht007284.v1.p1.p5101_16899_qualityof.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007284.v1.p1.p5101_16899_qualityof.var_report.xml	Subject ID, form name, form status, visit, visit age, quality of life questionnaire, Questionnaire was fully completed or not fully completed, PedsQL child, PedsQL parent, SF-36, and timepoint  of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007283.v1.p1.p5101_16898_neuropsyc.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007283.v1.p1.p5101_16898_neuropsyc.var_report.xml	Subject ID, form name, form status, visit, visit age, impairments, blind, deaf, nonverbal, unable to make a mark with a pencil, unable to point, neuropsychological testing was not conducted or not conducted in the testing window, other reason, reason, and timepoint of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007281.v1.p1.nutrientdataform.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007281.v1.p1.nutrientdataform.var_report.xml	Subject ID, form name, form status, visit, visit age, enteral parenteral, assessment made, hyperammonemic event, liver transplant, nutritional information, participant sick, prescription, and validity ranges for nutritional assessment forms of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007280.v1.p1.neuropsychformf.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007280.v1.p1.neuropsychformf.var_report.xml	Subject ID, form name, form status, visit, visit age, BRIEF, CBC activities, CBC ADH problems, CBC affective problems, CBC aggressive behavior, CBC anxiety problems, CBC anxious depressed, CBC attention problems, CBC emotionally reactive, CBC externalizing problems, CBC internalizing problems, CBC oppositional defiant problems, CBC pervasive developmental problems, CBC rule breaking behavior, CBC school, CBC sleep problems, CBC social, CBC somatic complaint, CBC thought problems, CBC total competence, CBC total, CBC withdrawn, child development inventory, intelligence, motor grip strength, motor grooved pegboard, other reason, preschool emergent metacognition index, parent questionnaires, preschool inhibitory self-control index, reasons for testing, testing was not fully completed, WRAVMA dominant, WRAVMA grip strength score, WRAVMA grooved score, and WRAVMA nondominant of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007279.v1.p1.neuropsychforme.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007279.v1.p1.neuropsychforme.var_report.xml	Subject ID, form name, form status, visit, visit age, Anzahl, academic achievement, executive function, intelligence, language, memory and learning, other, parent questionnaires, reasons testing, verbal Fluenz, VLMT, visuospatial/perceptual/motor, WIE, Wechsler memory scale, WMSR, and WRAVMA of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007278.v1.p1.neuropsychformd.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007278.v1.p1.neuropsychformd.var_report.xml	Subject ID, form name, form status, visit, visit age, attention, academic achievement, executive function, language, memory and learning, intelligence, parent questionnaires, reasons for testing, and visuospatial/perceptual/motor of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007282.v1.p1.p5101_16897_familyhis.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007282.v1.p1.p5101_16897_familyhis.var_report.xml	Subject ID, form name, form status, visit, visit age, pedigree, and Data Management Coordinating Center internal identifier of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007276.v1.p1.neuropsychformb.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007276.v1.p1.neuropsychformb.var_report.xml	Subject ID, form name, form status, visit, visit age, academic achievement, executive function, intelligence, KABC, language, memory and learning, NEPSYII, Other, parent questionnaires, reasons for testing, testing, visuospatial/perceptual/motor, and wide range achievement of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007266.v1.p1.conclusionofstudyparticipation.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007266.v1.p1.conclusionofstudyparticipation.var_report.xml	Subject ID, form name, form status, visit, visit age, participant cycle number, participant completed or not completed study, participant withdrew age, and withdrew reason of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007275.v1.p1.neuropsychforma.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007275.v1.p1.neuropsychforma.var_report.xml	Subject ID, form name, form status, visit, visit age, CBCL, executive function, ESPY tasks, intelligence, other, parent questionnaires, reasons for testing, and testing of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007288.v1.p1.rd_8403_qualityoflife.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007288.v1.p1.rd_8403_qualityoflife.var_report.xml	Subject ID, form name, form status, visit, visit age, difficulty finding time to finish household tasks, difficulty solving family problems, feel angry, feel anxious, feel frustrated, feel helpless or hopeless, feeling too tired, feel isolated, feel sad,  hard for me to tell how I feel, hard to find time for social activities, hard to keep attention, hard to think quickly, hard to remember, hard to talk about child&#39;s health, trouble remembering, feel sick to stomach, feel tired, feel physically weak, headaches, do not have enough energy, others do not understand my family&#39;s situation, stress or tension, trouble getting support, worry about child&#39;s future, child&#39;s medical treatments, child&#39;s illness, child&#39;s medications, family activities, conflicts between family members, and lack of communication of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007273.v1.p1.medicalanddevelopmentalhistory.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007273.v1.p1.medicalanddevelopmentalhistory.var_report.xml	Subject ID, form name, form status, visit, visit age, Apgar score, behavior, education, early intervention services, educational diagnosis, gestational age, highest degree completed, liver transplant, living children, medical history by system details, neurodevelopmental milestones, psychiatric findings, participant pregnancy history, and reproductive system of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007267.v1.p1.deathrecord.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007267.v1.p1.deathrecord.var_report.xml	Subject ID, form name, form status, visit, visit age, participant cycle number, autopsy, cause of death, immediate cause code and description, death age, death manner, recent surgery, and surgery age of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007262.v1.p1.UCDC_5101_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007262.v1.p1.UCDC_5101_Subject.var_report.xml	Subject ID and consent group of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000577	2018-02-01	1	phs000577.v1.pht007277.v1.p1.neuropsychformc.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000577/phs000577.v1.p1/pheno_variable_summaries/phs000577.v1.pht007277.v1.p1.neuropsychformc.var_report.xml	Subject ID, form name, form status, visit, visit age, attention, academic achievement, DKEFS, executive function, HAWIK, intelligence, language, lessen, memory and learning, motor grip strength, motor grooved pegboard, other, parent questionnaires, rechnerisches, reasons for testing, testing, TLD, VLMT, and WRAVMA of participants with or without urea cycle disorders and involved in the &quot;Longitudinal Study of Urea Cycle Disorders&quot; project.
phs000904	2018-02-02	1	phs000904.v1.pht004690.v1.p1.Familial_Adenomatous_Polyposis_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000904/phs000904.v1.p1/pheno_variable_summaries/phs000904.v1.pht004690.v1.p1.Familial_Adenomatous_Polyposis_Sample_Attributes.var_report.xml	This sample attributes table includes sample IDs, body site where sample was collected, analyte type, tumor status, histological type, and name of the center which conducted sequencing.
phs000904	2018-02-02	1	phs000904.v1.pht004689.v1.p1.Familial_Adenomatous_Polyposis_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000904/phs000904.v1.p1/pheno_variable_summaries/phs000904.v1.pht004689.v1.p1.Familial_Adenomatous_Polyposis_Subject_Phenotypes.var_report.xml	This subject phenotype table includes subject IDs, onset age, sex, colonic polyposis, and other tumors.
phs000904	2018-02-02	1	phs000904.v1.pht004688.v1.p1.Familial_Adenomatous_Polyposis_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000904/phs000904.v1.p1/pheno_variable_summaries/phs000904.v1.pht004688.v1.p1.Familial_Adenomatous_Polyposis_Sample.var_report.xml	The subject sample mapping data table contains a mapping of study subject IDs to sample IDs. dbGaP samples are defined as the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample aliases and sample use.
phs000904	2018-02-02	1	phs000904.v1.pht004686.v1.p1.Familial_Adenomatous_Polyposis_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000904/phs000904.v1.p1/pheno_variable_summaries/phs000904.v1.pht004686.v1.p1.Familial_Adenomatous_Polyposis_Subject.var_report.xml	The subject consent data table contains subject IDs, consent information, subject aliases, and affection status of subject for colonic polyposis.
phs000904	2018-02-02	1	phs000904.v1.pht004687.v1.p1.Familial_Adenomatous_Polyposis_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs000904/phs000904.v1.p1/pheno_variable_summaries/phs000904.v1.pht004687.v1.p1.Familial_Adenomatous_Polyposis_Pedigree.var_report.xml	The subject pedigree table contains family ID, subject ID, mother ID, father ID, and sex.
phs001245	2018-02-05	1	phs001245.v1.pht005932.v1.p1.CD70_Subject_Phenotypes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001245/phs001245.v1.p1/pheno_variable_summaries/phs001245.v1.pht005932.v1.p1.CD70_Subject_Phenotypes.var_report.xml	This subject phenotype table includes subjects&#39; age, sex, race, and diagnosis criteria (n=4 variables; immunodeficiency, EBV-associated diseases, hypogammaglobulinema, and Hodgkin lymphoma).
phs001245	2018-02-05	1	phs001245.v1.pht005929.v1.p1.CD70_Subject.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001245/phs001245.v1.p1/pheno_variable_summaries/phs001245.v1.pht005929.v1.p1.CD70_Subject.var_report.xml	The subject consent data table contains subject IDs, consent group information, and affection status for EBV associated diseases and CD70 deficiency.
phs001245	2018-02-05	1	phs001245.v1.pht005930.v1.p1.CD70_Pedigree.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001245/phs001245.v1.p1/pheno_variable_summaries/phs001245.v1.pht005930.v1.p1.CD70_Pedigree.var_report.xml	This pedigree data table contains family relationships in the format of family IDs, subject IDs, father IDs, mother IDs, and sex of subjects.
phs001245	2018-02-05	1	phs001245.v1.pht005931.v1.p1.CD70_Sample.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001245/phs001245.v1.p1/pheno_variable_summaries/phs001245.v1.pht005931.v1.p1.CD70_Sample.var_report.xml	This subject sample mapping data table includes a mapping of study subject IDs to sample IDs. Samples are the final preps submitted for genotyping, sequencing, and/or expression data. For example, if one patient (subject ID) gave one sample, and that sample was processed differently to generate 2 sequencing runs, there would be two rows, both using the same subject ID, but having 2 unique sample IDs. The data table also includes sample use.
phs001347	2018-02-05	2	phs001347.v2.pht006797.v2.p1.PRISM_Sample_Attributes.var_report.xml	ftp://ftp.ncbi.nlm.nih.gov/dbgap/studies/phs001347/phs001347.v2.p1/pheno_variable_summaries/phs001347.v2.pht006797.v2.p1.PRISM_Sample_Attributes.var_report.xml	Sample Attribute Information includes body source of samples and different age determinants (e.g.   day of life of nasal test, postmenstrual age (wks) at time of nasal swab sampling).
