male	max_count	median	date	n	mean	min_count	filename	nulls	mean_count	sd	female	min	other	median_count	max	study accession	primary phenotype
1310.0	1847.0		02/08/2016	3157.0		1310.0	./data/phs000949.v1.pht005225.v1.p1.CIDR_Facial_Variation_Subject_Phenotypes.var_report.xml	0.0	1579.0	379.7	1847.0			1579.0		phs000949.v1.p1	Anthropometry
			2019/04/23				./data/phs001804.v1.pht008966.v1.p1.GEODB_Sample_Attributes.var_report.xml									phs001804.v1.p1	Opioid-Related Disorders
5.0	5.0		2018/03/27	7.0		3.0	./data/phs001195.v1.pht006861.v1.p1.Atomoxetine_Methamphetamine_Subject_Phenotypes.var_report.xml	0.0	6.5	4.95	3.0			6.5		phs001195.v1.p1	Sex/Gender Identity
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000543.v2.p3.simphen144.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2018/05/31				./data/phs001318.v1.pht008018.v1.p1.chestxray.var_report.xml									phs001318.v1.p1	Myelodysplastic Syndromes
			2020/06/18				./data/phs000280.v7.pht004045.v5.p1.CCEBPS16.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2018/08/06				./data/phs001655.v1.pht008256.v1.p1.Acne_Skin_Metagenome_Subject.var_report.xml									phs001655.v1.p1	Acne Vulgaris
			2019/09/27				./data/phs001709.v1.pht009493.v1.p1.CMI_MBC_Sample.var_report.xml									phs001709.v1.p1	Breast Neoplasms
			2018/06/30				./data/phs001643.v1.pht008192.v1.p1.Chordoma_Sample.var_report.xml									phs001643.v1.p1	Chordoma
			08/18/2015				./data/phs000206.v5.pht000895.v4.p3.CGEMS_PANSCAN_Subject_Phenotypes.var_report.xml									phs000206.v5.p3	Pancreatic Neoplasms
			08/09/2013				./data/phs000636.v1.pht003425.v1.p1.Familial_Intracranial_Aneurysm_Sequence_Subject.var_report.xml									phs000636.v1.p1	Intracranial Aneurysm
712.0	748.0		2020/06/02	899.0		712.0	./data/phs001339.v1.pht006788.v1.p1.22q11_2_Deletion_Syndrome_Subject_Phenotypes.var_report.xml	0.0	730.0	3.536	748.0			730.0		phs001339.v1.p1	DiGeorge Syndrome
			2020/06/18				./data/phs000280.v7.pht004148.v2.p1.PULM21.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			08/09/2013				./data/phs000636.v1.pht003429.v1.p1.Familial_Intracranial_Aneurysm_Sequence_Sample_Attributes.var_report.xml									phs000636.v1.p1	Intracranial Aneurysm
			05/20/2015				./data/phs000898.v1.pht004641.v1.p1.Colorectal_Cancer_Mb_Scale_Haplotypes_Subject.var_report.xml									phs000898.v1.p1	Colorectal Neoplasms
			2017/10/20				./data/phs001156.v2.pht007051.v1.p1.EVE_Sample_Attributes.var_report.xml									phs001156.v2.p1	Asthma
458.0	510.0		11/14/2016	968.0		458.0	./data/phs000741.v2.pht003916.v2.p1.GOLDN_Lipid_Lowering_Pedigree.var_report.xml	136.0	484.0	66.47	510.0			484.0		phs000741.v2.p1	Metabolomics
			2019/05/24				./data/phs001830.v1.pht009117.v1.p1.FGFR2_CCA_Sample.var_report.xml									phs001830.v1.p1	Cholangiocarcinoma
			2018/05/31				./data/phs001316.v1.pht008008.v1.p1.p5305_12386_outpatien.var_report.xml									phs001316.v1.p1	Andersen Syndrome
			06/01/2017				./data/phs000701.v1.pht005507.v1.p1.AE_MRO_Review.var_report.xml									phs000701.v1.p1	Angelman Syndrome
			2020/02/06				./data/phs001430.v2.pht008061.v2.p1.p7001_15988_behaviore.var_report.xml									phs001430.v2.p1	Smith-Lemli-Opitz Syndrome
			10/09/2014				./data/phs000717.v1.pht003809.v1.p1.Circulating_Tumor_Cells_Sample.var_report.xml									phs000717.v1.p1	Prostatic Neoplasms
			07/09/2013				./data/phs000621.v1.pht003331.v1.p1.Chronic_Lymphocytic_Leukemia_Trial_Sample_Attributes.var_report.xml									phs000621.v1.p1	Leukemia, Lymphoid
987.0	987.0		07/17/2012	764.0		948.0	./data/phs000314.v1.pht002069.v1.p1.CIDR_Clubfoot_Pedigree.var_report.xml	0.0	950.0	52.33	948.0			950.0		phs000314.v1.p1	Clubfoot
			2017/10/11				./data/phs000578.v1.pht007023.v1.p1.short_exrc_tst_inactivedataonl.var_report.xml									phs000578.v1.p1	Nondystrophic myotonia
729.0	729.0		2021/09/23	855.0		674.0	./data/phs001089.v4.pht005483.v4.p1.CSER_DD_ID_Children_Subject.var_report.xml	0.0	701.5	81.32	674.0			701.5		phs001089.v4.p1	Intellectual Disability
			2017/08/25				./data/phs001407.v1.pht006667.v1.p1.HNPCC_Sample_Attributes.var_report.xml									phs001407.v1.p1	Lynch syndrome I
3.0	3.0		11/21/2016	6.0		3.0	./data/phs001233.v1.pht005945.v1.p1.Familial_Dysautonomia_Subject_Phenotypes.var_report.xml	0.0	3.0	0	3.0			3.0		phs001233.v1.p1	Dysautonomia, Familial
			08/15/2016				./data/phs000473.v2.pht002597.v2.p2.Schizophrenia_Swedish_Subject.var_report.xml									phs000473.v2.p2	Schizophrenia
			2019/07/01				./data/phs001810.v1.pht009067.v1.p1.COCCaINE_Subject_Phenotypes.var_report.xml									phs001810.v1.p1	Cocaine
706.0	6170.0		11/04/2014	11745.0		5575.0	./data/phs000086.v3.pht000284.v1.p1.EDIC_neph_8yr.var_report.xml	0.0	5873.0	420.7	643.0			5873.0		phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			2020/09/30				./data/phs001951.v1.pht009783.v1.p1.Relapsed_ALL_Sample.var_report.xml									phs001951.v1.p1	Precursor Cell Lymphoblastic Leukemia-Lymphoma
			10/28/2011				./data/phs000352.v1.pht002285.v1.p1.Retinoblastoma_Sample.var_report.xml									phs000352.v1.p1	Retinoblastoma
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000476.v2.p3.simphen077.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2020/06/18				./data/phs000280.v7.pht004159.v2.p1.RIPB02.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht007768.v1.p13.t_hipshape_2001_m_1082s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2019/08/01				./data/phs000222.v6.pht003448.v2.p2.aseg.var_report.xml									phs000222.v6.p2	Huntington Disease
			2021/08/26				./data/phs001732.v2.pht010142.v1.p1.TOPMed_WGS_CARE_TREXA_Sample_Attributes.var_report.xml									phs001732.v2.p1	Asthma
			2018/06/30				./data/phs001620.v1.pht008180.v1.p1.GUARDD_AA_Sample.var_report.xml									phs001620.v1.p1	Apolipoprotein L1
20.0			03/01/2012	33.0			./data/phs000401.v1.pht002476.v1.p1.HeartGO_FHS_LDLandEOMI_PhenotypeDataFile.var_report.xml	0.0			54.0					phs000401.v1.p1	Cardiovascular Diseases
			2020/02/06				./data/phs001430.v2.pht008083.v2.p1.p7001_15929_behaviore.var_report.xml									phs001430.v2.p1	Smith-Lemli-Opitz Syndrome
91.0	91.0		2019/03/19	91.0		7.0	./data/phs001168.v2.pht007578.v2.p2.GMKF_OFC_Pedigree.var_report.xml	0.0	84.5	93.34	8.0			84.5		phs001168.v2.p2	Cleft Lip
			2018/10/02				./data/phs001702.v1.pht008428.v1.p1.Lupus_eQTL_Sample_Attributes.var_report.xml									phs001702.v1.p1	Lupus Erythematosus, Systemic
			03/01/2016				./data/phs001054.v1.pht005278.v1.p1.Angiocentric_Glioma_Subject_Phenotypes.var_report.xml									phs001054.v1.p1	Glioma
			2019/03/28				./data/phs001680.v1.pht008914.v1.p1.T_Cell_States_Melanoma_GEO.var_report.xml									phs001680.v1.p1	Immunotherapy
			06/01/2012				./data/phs000484.v1.pht002684.v1.p1.Inherited_Kidney_Dysfunction_Sample_Attributes.var_report.xml									phs000484.v1.p1	Glomerulosclerosis, Focal Segmental 
34.0	34.0		03/10/2015	59.0		25.0	./data/phs000516.v2.pht002830.v2.p1.Pancreatic_Ductal_Adenocarcinoma_Subject_Phenotypes.var_report.xml	0.0	29.5	6.364	25.0			29.5		phs000516.v2.p1	Carcinoma, Pancreatic Ductal
2.0	2.0		2018/12/10	2.0		2.0	./data/phs001720.v1.pht008596.v1.p1.Kidney_On_A_Chip_Subject_Phenotypes.var_report.xml	0.0	2.0					2.0		phs001720.v1.p1	Podocytes
			11/05/2014				./data/phs000209.v13.pht002512.v1.p3.MESA_AncilMesaLpPLA2.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
			05/02/2011				./data/phs000349.v1.pht002189.v1.p1.SEA_Phase2_Subject.var_report.xml									phs000349.v1.p1	Atherosclerosis
			11/04/2014				./data/phs000086.v3.pht000221.v1.p1.DCCT_f0471.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
			2018/05/07				./data/phs000490.v1.pht002965.v1.p1.Atopic_Dermatitis_Phenotype.var_report.xml									phs000490.v1.p1	Non-Neoplastic Pediatric Disorder
			02/18/2016				./data/phs000932.v1.pht004886.v1.p1.COLO_Sample.var_report.xml									phs000932.v1.p1	Melanoma
			2021/04/09				./data/phs002292.v1.pht011106.v1.p1.Neocortical_Neurons_Sample.var_report.xml									phs002292.v1.p1	Neocortex
			2021/08/24				./data/phs001368.v3.pht007959.v3.p2.TOPMed_WGS_CHS_VTE_Sample_Attributes.var_report.xml									phs001368.v3.p2	Cardiovascular Diseases
			2020/06/18				./data/phs000280.v7.pht006476.v1.p1.RETV1.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			2021/08/19				./data/phs001662.v2.pht010073.v1.p1.LTRC_R040_subject_st_george_quest.var_report.xml									phs001662.v2.p1	Pulmonary Disease, Chronic Obstructive
			08/02/2013				./data/phs000644.v1.pht003423.v1.p1.Menstrual_Cycle_Effect_Breast_Subject_Phenotypes.var_report.xml									phs000644.v1.p1	Menstrual Cycle
			2019/03/11				./data/phs001717.v1.pht008581.v1.p1.Placental_Regulation_Sample_Attributes.var_report.xml									phs001717.v1.p1	Control Groups
			03/21/2014				./data/phs000583.v1.pht003295.v1.p1.GENETIC_EPIDEMIOLOGY_LAB_DATABASE_FILE_2011_Phenx.var_report.xml									phs000583.v1.p1	Metabolic Syndrome X
			02/07/2014				./data/phs000632.v1.pht003578.v1.p1.ESP_Hematological_Cancers_Sample.var_report.xml									phs000632.v1.p1	Hemic and Lymphatic Diseases
			2021/09/20				./data/phs002407.v1.pht011357.v1.p1.MMRd_MMRp_CRC_Subject_Phenotypes.var_report.xml									phs002407.v1.p1	Colorectal Neoplasms
392.0	392.0		2021/07/30	720.0		5.0	./data/phs002444.v1.pht011385.v1.p1.Osteosarcoma_Subject_Phenotypes.var_report.xml	0.0	240.0	206.4	323.0			323.0		phs002444.v1.p1	Osteosarcoma
			2020/01/23				./data/phs000287.v7.pht001482.v1.p1.YR15ANNUAL.var_report.xml									phs000287.v7.p1	Cardiovascular Diseases
			07/16/2015				./data/phs000153.v9.pht000834.v8.p8.shareids_Subject.var_report.xml									phs000153.v9.p8	Social Behavior
			2019/04/19				./data/phs001808.v1.pht008973.v1.p1.B_Lymphocytes_Aging_Sample.var_report.xml									phs001808.v1.p1	Aging
			03/10/2015				./data/phs000516.v2.pht002828.v2.p1.Pancreatic_Ductal_Adenocarcinoma_Subject.var_report.xml									phs000516.v2.p1	Carcinoma, Pancreatic Ductal
			2020/12/21				./data/phs000007.v32.pht000195.v8.p13.brach1_7s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			05/24/2016				./data/phs001065.v1.pht005434.v1.p1.uhdr5.var_report.xml									phs001065.v1.p1	Huntington Disease
			2019/03/21				./data/phs001235.v1.pht008447.v1.p1.MDA5_Deficiency_Sample.var_report.xml									phs001235.v1.p1	Immunologic Deficiency Syndromes
			2019/10/31				./data/phs001623.v2.pht008361.v2.p1.HNSCC_Subject.var_report.xml									phs001623.v2.p1	Carcinoma, squamous cell of head and neck
			2020/12/21				./data/phs000007.v32.pht000747.v7.p13.ex1_8s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			2021/03/30				./data/phs001988.v1.pht010929.v1.p1.mCRPC_Subject_Phenotypes.var_report.xml									phs001988.v1.p1	Prostatic Neoplasms
			2020/02/03				./data/phs000815.v2.pht006792.v1.p1.Human_Leukocytes_Sample_Attributes.var_report.xml									phs000815.v2.p1	
2.0	2.0		10/24/2012	4.0		2.0	./data/phs000542.v1.pht003017.v1.p1.Mendelian_Neonatal_Diabetes_Subject_Phenotypes.var_report.xml	0.0	2.0	0	2.0			2.0		phs000542.v1.p1	Pancreatic beta cell agenesis with neonatal diabetes mellitus
			2018/12/06				./data/phs001688.v1.pht008590.v1.p1.Psoriasis_Secukinumab_Subject.var_report.xml									phs001688.v1.p1	Psoriasis
			06/09/2010				./data/phs000255.v1.pht001254.v1.p1.HMP_Crohns_Risk_NOD2_ATG16L1_Genotypes.var_report.xml									phs000255.v1.p1	Crohn Disease
			2019/03/08				./data/phs001759.v1.pht008709.v1.p1.SAH_Subject_Phenotypes.var_report.xml									phs001759.v1.p1	Circulating MicroRNA
			Wed Nov 26 07:49:55 2008				./data/phs000017.v3.pht000369.v1.p1.AA_DiagnosisPage2.var_report_2008_11_26.xml									phs000017.v3.p1	Bipolar Disorder
910.0	926.0		03/25/2011	854.0		910.0	./data/phs000308.v1.pht002086.v1.p1.GLAUGEN_Subject_Phenotypes.var_report_2011_03_25.xml	0.0	717.5	36.77	926.0			717.5		phs000308.v1.p1	Glaucoma, Open-Angle
			06/10/2015				./data/phs000918.v1.pht004748.v1.p1.IPDGC_NeuroX_Sample.var_report.xml									phs000918.v1.p1	Parkinson Disease
			2019/12/12				./data/phs001883.v1.pht009681.v1.p1.S0800_BC_Sample.var_report.xml									phs001883.v1.p1	Breast Neoplasms
			2019/11/08				./data/phs001330.v2.pht007533.v2.p1.conclusionofstudyparticipation.var_report.xml									phs001330.v2.p1	Mucopolysaccharidosis III
527.0	527.0		05/08/2015	537.0		6.0	./data/phs000864.v1.pht004492.v1.p1.Combat_Stress_Predictors_Pedigree.var_report.xml	0.0	268.5	365.6	6.0			268.5		phs000864.v1.p1	Stress Disorders, Post-Traumatic
			2019/08/18				./data/phs001869.v1.pht009395.v1.p1.ADHD_Sample.var_report.xml									phs001869.v1.p1	Attention Deficit Disorder with Hyperactivity
	5941.0		2019/10/15	5941.0		638.0	./data/phs000256.v4.pht001239.v4.p3.HMP_Vaginal_Microbiome_Subject_Phenotype.var_report.xml	0.0	5941.0	2196	4800.0			788.0		phs000256.v4.p3	Microbiomes, Human
			2019/03/11				./data/phs000286.v6.pht001946.v2.p2.cesa.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			2021/02/10				./data/phs001675.v1.pht010222.v1.p1.OFC_Sample_Attributes.var_report.xml									phs001675.v1.p1	Cleft Lip
			02/12/2014				./data/phs000461.v1.pht003686.v1.p1.GLAUGEN_POAG_Methylation_Sample_Attributes.var_report.xml									phs000461.v1.p1	Glaucoma, Open-Angle
			11/08/2013				./data/phs000200.v9.pht000985.v4.p3.bmdwbody_rel1.var_report.xml									phs000200.v9.p3	Women&#39;s Health
			07/15/2013				./data/phs000608.v1.pht003343.v1.p1.Schizophrenia_Methylation_Sample.var_report.xml									phs000608.v1.p1	Schizophrenia
			2021/06/08				./data/phs001215.v4.pht008628.v2.p2.TOPMed_WGS_SAFHS_Subject.var_report.xml									phs001215.v4.p2	Cardiovascular Diseases
			04/12/2012				./data/phs000442.v1.pht002490.v1.p1.Resistant_Hypertension_AA_Sample_Attributes.var_report.xml									phs000442.v1.p1	Hypertension
			02/23/2017				./data/phs001139.v1.pht006159.v1.p1.GENESiPS_Insulin_Resistance_Subject.var_report.xml									phs001139.v1.p1	Insulin Resistance
68.0	70.0		2021/04/28	69.0		68.0	./data/phs002393.v1.pht011138.v1.p1.ABCA4_Subject_Phenotypes.var_report.xml	0.0	69.0	7.778	70.0			69.0		phs002393.v1.p1	Retina
			09/27/2010				./data/phs000103.v1.pht001887.v1.p1.Preterm_Delivery_Subject.var_report_2010_09_27.xml									phs000103.v1.p1	Premature Birth
			2020/05/13				./data/phs002024.v1.pht010234.v1.p1.DCCT_EDIC_DNAme_Sample_Attributes.var_report.xml									phs002024.v1.p1	Diabetes Mellitus, Type 1
			2020/06/18				./data/phs000280.v7.pht004097.v2.p1.GTSB04.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			12/21/2016				./data/phs001172.v1.pht005841.v1.p2.NINDS_PD_Subject.var_report.xml									phs001172.v1.p2	Parkinson Disease
			2020/12/21				./data/phs000007.v32.pht000303.v8.p13.icam3_1s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
			Fri Feb 20 11:36:01 2009				./data/phs000160.v1.pht000732.v1.p1.LOAD6k_Phenotypes.var_report_2009_02_20.xml									phs000160.v1.p1	Alzheimer Disease
			06/10/2015				./data/phs000545.v1.pht003763.v1.p1.Chemotherapy_Induced_Mucositis_Sample.var_report.xml									phs000545.v1.p1	Multiple Myeloma
1.0	4.0		06/26/2013	6.0		3.0	./data/phs000553.v1.pht003132.v1.p1.Rare_Pediatric_Phenotypes_Pedigree.var_report.xml	0.0	3.0	1.732	4.0			3.0		phs000553.v1.p1	Mendelian
			03/07/2011				./data/phs000252.v2.pht001269.v1.p1.HMP_Gut_Crohns_Diet_FSM_Subject_Phenotypes.var_report.xml									phs000252.v2.p1	Crohn Disease
			2018/05/31				./data/phs001316.v1.pht008015.v1.p1.treatmenttable.var_report.xml									phs001316.v1.p1	Andersen Syndrome
			01/20/2016				./data/phs000902.v1.pht004671.v1.p1.MIGen_Regicor_Sample_Attributes.var_report.xml									phs000902.v1.p1	Coronary Artery Disease
114.0	114.0		12/12/2014	182.0		68.0	./data/phs000691.v2.pht003653.v1.p1.Sickle_Cell_CIP_Subject_Phenotypes.var_report.xml	0.0	91.0	32.53	68.0			91.0		phs000691.v2.p1	Anemia, Sickle Cell
			06/26/2013				./data/phs000553.v1.pht003131.v1.p1.Rare_Pediatric_Phenotypes_Subject.var_report.xml									phs000553.v1.p1	Mendelian
			2019/03/11				./data/phs000286.v6.pht001924.v2.p2.abpa.var_report.xml									phs000286.v6.p2	Cardiovascular Diseases
			06/01/2017				./data/phs001306.v1.pht006190.v1.p1.Psoriasis_Associated_Variants_Sample_Attributes.var_report.xml									phs001306.v1.p1	Psoriasis
			09/14/2015				./data/phs000982.v1.pht004984.v1.p1.PsA_Sample_Attributes.var_report.xml									phs000982.v1.p1	Arthritis, Psoriatic
			01/13/2014				./data/phs000658.v1.pht003496.v1.p1.MDD2000AFFY_Subject.var_report.xml									phs000658.v1.p1	Depressive Disorder, Major
			08/20/2013				./data/phs000285.v3.pht001650.v2.p2.C1CARTDA.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2020/12/21				./data/phs000007.v32.pht003096.v3.p13.t_bmdhs_2008_1_0748s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
864.0	8098.0		2020/12/21	2072.0		864.0	./data/phs000007.v32.pht003099.v7.p13.vr_dates_2019_a_1175s.var_report.xml	0.0	7572.0	743.9	8098.0			7572.0		phs000007.v32.p13	Cardiovascular Diseases
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000469.v2.p3.simphen070.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
			2020/11/13				./data/phs002019.v1.pht010173.v1.p1.SCCIS_Sample.var_report.xml									phs002019.v1.p1	Carcinoma in Situ
			2020/07/06				./data/phs001955.v1.pht009793.v1.p1.REDS_III_RBCOmics_Sample.var_report.xml									phs001955.v1.p1	
6.0	6.0		01/05/2015	8.0		6.0	./data/phs000817.v1.pht004414.v1.p1.Varicella_Zoster_Vaccine_Pedigree.var_report.xml	0.0	8.0	2.828	6.0			8.0		phs000817.v1.p1	Varicella Vaccine
			2020/12/21				./data/phs000007.v32.pht000150.v8.p13.t_echo_ex06_1b_0207s.var_report.xml									phs000007.v32.p13	Cardiovascular Diseases
43.0	43.0		2021/05/21	57.0		698.0	./data/phs002331.v1.pht011101.v1.p1.DASH_Pedigree.var_report.xml	0.0	28.5	895.9	698.0			28.5		phs002331.v1.p1	Drug Users
			01/19/2010				./data/phs000219.v1.pht001095.v1.p1.d_neurexm_trans.var_report_2010_01_19.xml									phs000219.v1.p1	Alzheimer Disease
			11/05/2014				./data/phs000209.v13.pht003122.v3.p3.MESA_AncilMesaNeighborScalesExam4.var_report.xml									phs000209.v13.p3	Cardiovascular Diseases
			2018/06/27				./data/phs001006.v1.pht006002.v1.p1.Lobular_Carcinomas_Sample.var_report.xml									phs001006.v1.p1	Carcinoma, Lobular
			2021/08/06				./data/phs001682.v2.pht009762.v1.p1.TOPMed_WGS_PUSH_SCD_Subject.var_report.xml									phs001682.v2.p1	Anemia, Sickle Cell
2943.0	3500.0		04/29/2016	6443.0		2943.0	./data/phs000128.v3.pht000420.v2.p3.simphen021.var_report.xml	0.0	3222.0	393.9	3500.0			3222.0		phs000128.v3.p3	Coronary Disease
423.0	423.0		2017/11/06	787.0		364.0	./data/phs000288.v2.pht002517.v2.p2.Ciliopathies_Exome_Pedigree.var_report.xml	0.0	393.5	6.364	364.0			393.5		phs000288.v2.p2	Congenital Abnormalities
			2020/12/02				./data/phs002287.v1.pht010711.v1.p1.ER_Positive_BC_Sample.var_report.xml									phs002287.v1.p1	Breast Neoplasms
199.0	225.0		04/17/2017	424.0		199.0	./data/phs000816.v2.pht004343.v2.p1.X_Chromosome_Inactivation_Subject_Phenotypes.var_report.xml	0.0	212.0	18.38	225.0			212.0		phs000816.v2.p1	X Chromosome Inactivation
			07/05/2017				./data/phs000595.v1.pht006635.v1.p1.final_diagnosis.var_report.xml									phs000595.v1.p1	Primary ciliary dyskinesia
			06/21/2016				./data/phs001151.v1.pht005538.v1.p1.Retina_RPE_Choroid_Subject.var_report.xml									phs001151.v1.p1	
			2020/06/18				./data/phs000280.v7.pht004208.v2.p1.UBMDALL.var_report.xml									phs000280.v7.p1	Cardiovascular Diseases
			12/01/2015				./data/phs000571.v3.pht003184.v3.p2.KaryotypeAbnormalitiesProband.var_report.xml									phs000571.v3.p2	Heart Defects, Congenital
			07/22/2013				./data/phs000614.v1.pht003291.v1.p1.PLGGs_Sample_Attributes.var_report.xml									phs000614.v1.p1	Astrocytoma
			11/04/2014				./data/phs000086.v3.pht000238.v1.p1.DCCT_f1281.var_report.xml									phs000086.v3.p1	Insulin-Dependent Diabetes Mellitus
68.0			11/16/2015	125.0			./data/phs001026.v1.pht005121.v1.p1.CSER_BASIC3_Subject_Phenotypes.var_report.xml	0.0			57.0					phs001026.v1.p1	Genes, Neoplasm
			08/20/2013				./data/phs000285.v3.pht001596.v2.p2.B2F02.var_report.xml									phs000285.v3.p2	Cardiovascular Diseases
			2018/03/26				./data/phs000697.v1.pht007700.v1.p1.efficacyform.var_report.xml									phs000697.v1.p1	Myelodysplastic Syndromes
			2020/07/17				./data/phs000480.v1.pht002908.v1.p1.FBCS_Sample_Attributes.var_report.xml									phs000480.v1.p1	Breast Neoplasms
