,n,male,female,unknown,date,filename,dataset_id
356,4658.0,0,4658,0.0,05/09/2016,./data/phs001043.v1.pht005313.v1.p1.Adjuvant_Aromatase_Inhibitors_Breast_Cancer_Subject.var_report.xml,pht005313.v1
357,62.0,33,29,0.0,2018/02/12,./data/phs001525.v1.pht007475.v1.p1.XDP_Pedigree.var_report.xml,pht007475.v1
358,91.0,53,38,0.0,04/12/2012,./data/phs000442.v1.pht002489.v1.p1.Resistant_Hypertension_AA_Subject_Phenotypes.var_report.xml,pht002489.v1
360,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000494.v2.p3.simphen095.var_report.xml,pht000494.v2
362,94.0,0,0,94.0,2021/01/06,./data/phs001383.v1.pht010791.v1.p1.Moebius_Syndrome_Pedigree.var_report.xml,pht010791.v1
364,6.0,5,1,0.0,2021/07/21,./data/phs002464.v1.pht011335.v1.p1.Familial_AF_Subject_Phenotypes.var_report.xml,pht011335.v1
365,118.0,82,36,0.0,2020/12/30,./data/phs002290.v1.pht010821.v1.p1.cfDNA_Metastasis_Subject.var_report.xml,pht010821.v1
366,50.0,20,0,30.0,2019/09/11,./data/phs001887.v1.pht009433.v1.p1.Sperm_Donors_Sample.var_report.xml,pht009433.v1
371,2.0,0,1,1.0,01/26/2015,./data/phs000856.v1.pht004456.v1.p1.Chromothripsis_WHIM_Sample.var_report.xml,pht004456.v1
372,225.0,91,132,2.0,2019/05/01,./data/phs001753.v1.pht009017.v1.p1.Nama_Pigmentation_Sample.var_report.xml,pht009017.v1
373,2.0,1,1,0.0,2021/05/20,./data/phs001032.v6.pht007135.v1.p2.TOPMed_WGS_VUH_AF_Pedigree.var_report.xml,pht007135.v1
375,41.0,30,11,0.0,2019/06/24,./data/phs001784.v1.pht009001.v1.p1.HCC_Imaging_Sample.var_report.xml,pht009001.v1
376,50.0,34,16,0.0,2021/08/25,./data/phs001728.v2.pht010125.v1.p1.TOPMed_WGS_CARE_BADGER_Sample_Attributes.var_report.xml,pht010125.v1
377,5.0,3,2,0.0,2018/01/29,./data/phs001245.v1.pht005932.v1.p1.CD70_Subject_Phenotypes.var_report.xml,pht005932.v1
380,7.0,1,6,0.0,2019/03/08,./data/phs001759.v1.pht008709.v1.p1.SAH_Subject_Phenotypes.var_report.xml,pht008709.v1
381,8.0,8,0,0.0,2021/03/30,./data/phs001988.v1.pht010927.v1.p1.mCRPC_Subject.var_report.xml,pht010927.v1
383,7.0,1,0,6.0,2018/12/28,./data/phs001663.v1.pht008402.v1.p1.GBM_POLE_Deficiency_Sample.var_report.xml,pht008402.v1
384,391.0,2,207,182.0,2019/10/07,./data/phs000924.v4.pht006320.v3.p1.iPSCORE_Subject.var_report.xml,pht006320.v3
387,984.0,94,9,881.0,2017/11/13,./data/phs001013.v3.pht005311.v2.p2.HVH_Subject_Phenotypes.var_report.xml,pht005311.v2
389,395.0,359,36,0.0,2020/12/09,./data/phs002298.v1.pht010760.v1.p1.Skin_Pigmentation_AA_Subject_Phenotypes.var_report.xml,pht010760.v1
390,1441.0,493,945,3.0,01/13/2014,./data/phs000658.v1.pht003496.v1.p1.MDD2000AFFY_Subject.var_report.xml,pht003496.v1
391,3766.0,0,3766,0.0,12/11/2012,./data/phs000383.v1.pht002870.v1.p1.ROOT_Breast_Cancer_Subject_Phenotypes.var_report.xml,pht002870.v1
393,12097.0,6,6657,5434.0,2020/06/18,./data/phs000280.v7.pht004034.v2.p1.ANTC04.var_report.xml,pht004034.v2
398,22.0,0,22,0.0,04/21/2017,./data/phs001344.v1.pht006286.v1.p1.PMDD_Subject_Phenotypes.var_report.xml,pht006286.v1
399,439.0,0,7,432.0,2020/01/16,./data/phs001386.v2.pht006609.v1.p1.Brotman_long.var_report.xml,pht006609.v1
403,65.0,18,47,0.0,2020/12/18,./data/phs001073.v2.pht005952.v2.p1.Epigenetics_Malnutrition_Subject.var_report.xml,pht005952.v2
404,12.0,3,3,6.0,2018/02/27,./data/phs001064.v1.pht006835.v1.p1.PC_SRC_Bladder_Sample_Attributes.var_report.xml,pht006835.v1
407,36.0,0,0,36.0,2020/08/05,./data/phs002053.v1.pht010447.v1.p1.Pazopanib_RCC_Sample.var_report.xml,pht010447.v1
408,88.0,0,16,72.0,2021/05/21,./data/phs002411.v1.pht011240.v1.p1.BRCA1_BRCA2_Sample.var_report.xml,pht011240.v1
409,976.0,489,487,0.0,2021/03/05,./data/phs001504.v2.pht007910.v2.p1.T2D_GENES_Hong_Kong_Subject_Phenotypes.var_report.xml,pht007910.v2
410,8.0,0,1,7.0,2019/10/29,./data/phs001924.v1.pht009576.v1.p1.Cholangiocarcinoma_Sample_Attributes.var_report.xml,pht009576.v1
411,10.0,0,1,9.0,01/05/2016,./data/phs001028.v1.pht005129.v1.p1.Circulating_Tumor_Cells_MBC_Sample.var_report.xml,pht005129.v1
413,27.0,10,17,0.0,01/13/2014,./data/phs000666.v1.pht003572.v1.p1.Elderly_Influenza_Vaccine_Subject.var_report.xml,pht003572.v1
414,1564.0,782,782,0.0,2017/08/16,./data/phs001055.v1.pht005914.v1.p1.DeNovo_Mutation_Rates_Subject_Phenotypes.var_report.xml,pht005914.v1
416,95.0,0,0,95.0,2018/10/22,./data/phs001674.v1.pht008470.v1.p1.BC_Paired_Tumor_Sample_Attributes.var_report.xml,pht008470.v1
417,130.0,72,58,0.0,2021/04/06,./data/phs001163.v1.pht011099.v1.p1.Chernobyl_Radiation_Sample_Attributes.var_report.xml,pht011099.v1
421,24.0,0,24,0.0,2018/06/27,./data/phs001006.v1.pht006001.v1.p1.Lobular_Carcinomas_Subject.var_report.xml,pht006001.v1
424,6982.0,7,8,6967.0,2020/06/18,./data/phs000280.v7.pht009472.v1.p1.GENps1.var_report.xml,pht009472.v1
426,300.0,94,47,159.0,2018/11/19,./data/phs001178.v1.pht008550.v1.p1.GMKF_DSD_Sample_Attributes.var_report.xml,pht008550.v1
427,20.0,12,8,0.0,04/14/2014,./data/phs000732.v1.pht003799.v1.p1.L1_Retrotransposon_Asian_Subject.var_report.xml,pht003799.v1
429,214.0,0,56,158.0,2020/09/22,./data/phs002211.v1.pht010538.v1.p1.Time_Varying_Subject_Phenotypes.var_report.xml,pht010538.v1
430,2573.0,990,1582,1.0,2018/04/12,./data/phs001458.v1.pht007781.v1.p1.Cannabis_Stimulant_Dependence_Subject_Phenotypes.var_report.xml,pht007781.v1
434,40.0,18,22,0.0,2021/01/07,./data/phs002073.v1.pht010828.v1.p1.Infant_Immunity_Subject_Phenotypes.var_report.xml,pht010828.v1
435,3.0,1,2,0.0,2019/06/24,./data/phs001848.v1.pht009207.v1.p1.PIK3CG_Sample_Attributes.var_report.xml,pht009207.v1
436,15.0,7,8,0.0,2017/11/14,./data/phs001241.v1.pht005921.v1.p1.Metastatic_Melanomas_Subject.var_report.xml,pht005921.v1
437,7.0,0,2,5.0,2020/09/18,./data/phs002210.v1.pht010519.v1.p1.Structural_Variants_BC_Sample.var_report.xml,pht010519.v1
438,48.0,27,17,4.0,2020/09/18,./data/phs002015.v1.pht010374.v1.p1.AREDS2_DAD.var_report.xml,pht010374.v1
439,1442.0,668,774,0.0,10/25/2010,./data/phs000021.v3.pht000068.v1.p2.EA_GAIN_phenotype_controls_main.var_report_2010_10_25.xml,pht000068.v1
440,4381.0,1858,2523,0.0,2020/06/18,./data/phs000280.v7.pht004042.v2.p1.BPUA03.var_report.xml,pht004042.v2
441,36.0,7,6,23.0,2021/07/07,./data/phs002436.v1.pht011376.v1.p1.TIL_Infusion_Sample.var_report.xml,pht011376.v1
442,2.0,0,0,2.0,08/25/2015,./data/phs000978.v1.pht004942.v1.p1.Malignant_GCT_Pazopanib_Sample.var_report.xml,pht004942.v1
444,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000443.v2.p3.simphen044.var_report.xml,pht000443.v2
445,86.0,49,37,0.0,2021/07/14,./data/phs002484.v1.pht011399.v1.p1.Aging_Lungs_Sample.var_report.xml,pht011399.v1
447,219.0,5,10,204.0,2019/03/28,./data/phs001346.v1.pht006255.v1.p1.CPS_Immunization_P_Falciparum_Sample.var_report.xml,pht006255.v1
448,565.0,81,94,390.0,2017/11/06,./data/phs001441.v1.pht007115.v1.p1.SAB_AA_Sample_Attributes.var_report.xml,pht007115.v1
449,117.0,0,0,117.0,2018/11/13,./data/phs001523.v1.pht007513.v1.p1.phenotype_followUpSurvey.var_report.xml,pht007513.v1
450,10580.0,0,0,10580.0,2018/11/13,./data/phs001523.v1.pht007515.v1.p1.MOMS_PI_Sample_Attributes.var_report.xml,pht007515.v1
452,29.0,17,12,0.0,2019/10/23,./data/phs001176.v3.pht005795.v2.p1.GxE_Complex_Traits_Subject.var_report.xml,pht005795.v2
453,166.0,0,166,0.0,2019/12/12,./data/phs001866.v1.pht009675.v1.p1.ConvertHER_Sample_Attributes.var_report.xml,pht009675.v1
455,11.0,0,0,11.0,2021/02/03,./data/phs001018.v1.pht010911.v1.p1.Clinical_Renal_Tumors_Subject.var_report.xml,pht010911.v1
457,2.0,1,1,0.0,2018/11/07,./data/phs001691.v1.pht008538.v1.p1.HTX_Sample_Attributes.var_report.xml,pht008538.v1
459,68.0,7,10,51.0,2018/03/21,./data/phs001512.v1.pht007666.v1.p1.IR_Signatures_Sample.var_report.xml,pht007666.v1
460,16277.0,421,1114,14742.0,2020/03/24,./data/phs001641.v1.pht010037.v1.p1.OrderedProcedures.var_report.xml,pht010037.v1
461,1482.0,432,1050,0.0,2018/06/14,./data/phs001238.v2.pht006047.v1.p1.GENOA_AfricanAmerican_Phase2_FamilyHistory.var_report.xml,pht006047.v1
466,7.0,2,4,1.0,09/01/2015,./data/phs000858.v1.pht004462.v1.p1.IVF_Blastocyst_Biopsies_Sample.var_report.xml,pht004462.v1
475,170.0,0,0,170.0,2021/03/09,./data/phs001374.v2.pht008335.v2.p1.APOLLO_RePOP_Sample.var_report.xml,pht008335.v2
478,1277.0,450,821,6.0,2019/10/11,./data/phs001406.v1.pht007744.v1.p1.novelpheds.var_report.xml,pht007744.v1
479,12.0,12,0,0.0,2021/07/06,./data/phs002462.v1.pht011367.v1.p1.NEPC_Subject.var_report.xml,pht011367.v1
481,123.0,13,4,106.0,2021/01/26,./data/phs001427.v2.pht007487.v2.p1.Melanoma_CPB_Resistance_Sample_Attributes.var_report.xml,pht007487.v2
486,52.0,8,11,33.0,2019/10/31,./data/phs001623.v2.pht008361.v2.p1.HNSCC_Subject.var_report.xml,pht008361.v2
487,145.0,56,89,0.0,2021/03/01,./data/phs001003.v2.pht010324.v2.p1.Solid_Tumor_Subject_Phenotypes.var_report.xml,pht010324.v2
490,61.0,46,15,0.0,2020/04/14,./data/phs001994.v1.pht010008.v1.p1.Tobacco_HNSCC_Subject.var_report.xml,pht010008.v1
492,38.0,0,19,19.0,08/25/2016,./data/phs001153.v1.pht005697.v1.p1.Endometrioid_Endometrial_Carcinoma_Sample_Attributes.var_report.xml,pht005697.v1
493,4.0,2,2,0.0,10/05/2015,./data/phs000969.v1.pht004928.v1.p1.Sensorineural_Hearing_Loss_Subject.var_report.xml,pht004928.v1
494,6639.0,0,6639,0.0,2020/06/18,./data/phs000280.v7.pht004152.v2.p1.RHXB04.var_report.xml,pht004152.v2
495,17.0,9,8,0.0,11/18/2016,./data/phs001224.v1.pht005940.v1.p1.Platinum_Genomes_Sample.var_report.xml,pht005940.v1
497,788.0,681,87,20.0,2019/12/16,./data/phs000959.v1.pht009703.v1.p1.SCZ_Xhosa_Sample_Attributes.var_report.xml,pht009703.v1
499,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000492.v2.p3.simphen093.var_report.xml,pht000492.v2
500,49.0,0,49,0.0,2018/09/17,./data/phs001687.v1.pht008359.v1.p1.WABCS_Subject_Phenotypes.var_report.xml,pht008359.v1
502,1040.0,517,523,0.0,2021/01/08,./data/phs000649.v2.pht003758.v2.p2.PEAR_Subject.var_report.xml,pht003758.v2
505,50.0,5,7,38.0,2021/04/27,./data/phs001908.v2.pht009534.v2.p1.Spatiotemporal_Cerebellum_Sample_Attributes.var_report.xml,pht009534.v2
507,16.0,0,16,0.0,2021/05/21,./data/phs002411.v1.pht011239.v1.p1.BRCA1_BRCA2_Subject.var_report.xml,pht011239.v1
509,25.0,16,9,0.0,2018/07/18,./data/phs001645.v1.pht008212.v1.p1.Cutaneous_DLBCL_Sample_Attributes.var_report.xml,pht008212.v1
510,9104.0,6402,2702,0.0,2021/09/09,./data/phs001515.v2.pht009566.v2.p2.TOPMed_WGS_MLOF_Subject_Phenotypes.var_report.xml,pht009566.v2
511,722.0,0,49,673.0,2018/09/17,./data/phs001687.v1.pht008358.v1.p1.WABCS_Sample.var_report.xml,pht008358.v1
515,922.0,94,87,741.0,2020/09/03,./data/phs001903.v1.pht009892.v1.p1.OncoArray_CRC_Subject.var_report.xml,pht009892.v1
516,109.0,21,13,75.0,02/27/2017,./data/phs001036.v1.pht005269.v1.p1.Acral_Melanoma_Sample.var_report.xml,pht005269.v1
517,61.0,35,26,0.0,2018/05/15,./data/phs001311.v1.pht007935.v1.p1.demographics_form.var_report.xml,pht007935.v1
520,677.0,0,677,0.0,2020/12/09,./data/phs001857.v1.pht010766.v1.p1.MD_Ashkenazi_Sample.var_report.xml,pht010766.v1
521,744.0,9,3,732.0,2017/12/13,./data/phs001053.v1.pht007232.v1.p1.XFS_Glaucoma_Subject_Phenotypes.var_report.xml,pht007232.v1
525,70.0,38,32,0.0,2021/04/23,./data/phs002228.v1.pht010857.v1.p1.Deamination_Leukemia_Subject.var_report.xml,pht010857.v1
529,10618.0,7278,3340,0.0,2018/09/17,./data/phs001154.v1.pht008374.v1.p1.CNV_Developmental_Disorders_Sample.var_report.xml,pht008374.v1
531,9170.0,6398,2702,70.0,2021/09/09,./data/phs001515.v2.pht009565.v2.p2.TOPMed_WGS_MLOF_Sample.var_report.xml,pht009565.v2
540,1916.0,190,138,1588.0,2019/11/04,./data/phs001444.v2.pht006961.v1.p1.Genomic_Variation_DLBCL_Sample.var_report.xml,pht006961.v1
545,6178.0,2986,3192,0.0,2021/05/07,./data/phs001327.v2.pht006560.v2.p1.CCSS_Subject_Phenotypes.var_report.xml,pht006560.v2
546,323.0,169,154,0.0,2019/07/25,./data/phs001045.v1.pht009259.v1.p1.MECC_Ashkenazi_Subject.var_report.xml,pht009259.v1
547,23.0,8,15,0.0,2020/07/10,./data/phs002022.v1.pht010183.v1.p1.pPCL_Subject_Phenotypes.var_report.xml,pht010183.v1
548,48.0,32,8,8.0,2020/12/16,./data/phs001981.v1.pht010700.v1.p1.Brain_AUD_Sample.var_report.xml,pht010700.v1
551,61.0,0,0,61.0,10/25/2016,./data/phs000488.v2.pht002911.v2.p1.LUAD_CIP_Subject_Phenotypes.var_report.xml,pht002911.v2
552,1089.0,0,1089,0.0,2020/11/04,./data/phs002062.v1.pht010640.v1.p1.BC_TDLUs_Sample_Attributes.var_report.xml,pht010640.v1
553,9958.0,96,947,8915.0,2018/06/22,./data/phs000298.v4.pht002283.v3.p3.Autism_Sequencing_Collaboration_Subject_Phenotypes.var_report.xml,pht002283.v3
557,16.0,9,7,0.0,2020/11/17,./data/phs002197.v1.pht010610.v1.p1.Taupathy_Subject_Phenotypes.var_report.xml,pht010610.v1
559,3.0,0,0,3.0,2019/06/05,./data/phs001835.v1.pht009142.v1.p1.Ocular_Melanocytosis_UM_Sample.var_report.xml,pht009142.v1
561,14937.0,6783,8154,0.0,2020/06/18,./data/phs000280.v7.pht004111.v2.p1.HOM.var_report.xml,pht004111.v2
562,1529.0,716,813,0.0,2021/02/05,./data/phs002319.v1.pht010925.v1.p1.INVEST_Subject_Phenotypes.var_report.xml,pht010925.v1
565,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000532.v2.p3.simphen133.var_report.xml,pht000532.v2
566,5188.0,814,724,3650.0,2017/12/07,./data/phs001312.v1.pht007199.v1.p1.POAAGG_Subject.var_report.xml,pht007199.v1
567,39.0,39,0,0.0,2020/07/07,./data/phs001938.v2.pht009634.v2.p1.ADT_PC_Subject.var_report.xml,pht009634.v2
571,5953.0,570,525,4858.0,05/13/2014,./data/phs000678.v1.pht003563.v1.p1.Young_Onset_Breast_Cancer_Pedigree.var_report.xml,pht003563.v1
572,5143.0,5135,4,4.0,2017/11/30,./data/phs000373.v1.pht007127.v1.p1.MrOS_Subject.var_report.xml,pht007127.v1
574,1064.0,438,352,274.0,2020/05/26,./data/phs002020.v1.pht010228.v1.p1.ROP_Sample.var_report.xml,pht010228.v1
575,69.0,19,0,50.0,2017/08/17,./data/phs001399.v1.pht006681.v1.p1.Neoadjuvant_Adjuvant_Therapies_Sample.var_report.xml,pht006681.v1
576,1893.0,1001,892,0.0,2021/06/08,./data/phs001217.v3.pht007764.v1.p1.TOPMed_WGS_GenSalt_Subject_Phenotypes.var_report.xml,pht007764.v1
577,2847.0,729,788,1330.0,09/14/2015,./data/phs000982.v1.pht004984.v1.p1.PsA_Sample_Attributes.var_report.xml,pht004984.v1
579,106.0,57,49,0.0,2019/12/16,./data/phs001188.v2.pht006301.v2.p1.FUSION_Islet_Subject_Phenotypes.var_report.xml,pht006301.v2
583,12.0,6,6,0.0,2019/03/28,./data/phs001794.v1.pht008904.v1.p1.BWS_miRNA_Sample.var_report.xml,pht008904.v1
584,41.0,26,13,2.0,2019/01/29,./data/phs001765.v1.pht008663.v1.p1.Parathyroid_Cancer_Subject.var_report.xml,pht008663.v1
585,3129.0,842,757,1530.0,2021/08/19,./data/phs001662.v2.pht010054.v2.p1.LTRC_Sample_Attributes.var_report.xml,pht010054.v2
587,4121.0,891,91,3139.0,Wed Nov 19 17:39:49 2008,./data/phs000092.v1.pht000116.v1.p1.AlcoholDepAdd_Data.var_report_2008_11_26.xml,pht000116.v1
588,199.0,90,109,0.0,07/14/2014,./data/phs000708.v1.pht003728.v1.p1.POAT_GEDWR_Sample_Attributes.var_report.xml,pht003728.v1
589,79.0,8,7,64.0,2020/01/10,./data/phs001956.v1.pht009788.v1.p1.sc_Liver_Sample_Attributes.var_report.xml,pht009788.v1
590,5931.0,983,929,4019.0,2020/10/27,./data/phs001616.v2.pht010143.v1.p2.eMERGEseq_Case_Control.var_report.xml,pht010143.v1
592,405.0,5,3,397.0,2021/06/16,./data/phs001412.v3.pht006746.v1.p1.TOPMed_WGS_DHS_Subject_Phenotypes.var_report.xml,pht006746.v1
593,5.0,2,3,0.0,06/21/2016,./data/phs001151.v1.pht005540.v1.p1.Retina_RPE_Choroid_Subject_Phenotypes.var_report.xml,pht005540.v1
595,3.0,0,0,3.0,2020/10/09,./data/phs002262.v1.pht010574.v1.p1.HGSOC_GEO.var_report.xml,pht010574.v1
597,946.0,560,386,0.0,05/16/2017,./data/phs001252.v1.pht006376.v1.p1.ca_calc.var_report.xml,pht006376.v1
600,964.0,89,875,0.0,2019/01/10,./data/phs001609.v1.pht008142.v1.p1.Lupus_Nephritis_Sample_Attributes.var_report.xml,pht008142.v1
602,380.0,330,50,0.0,2017/09/22,./data/phs001377.v1.pht006944.v1.p1.Cocaine_Nicotine_Addiction_Subject_Phenotypes.var_report.xml,pht006944.v1
603,768.0,612,84,72.0,2019/03/11,./data/phs000286.v6.pht008785.v1.p2.ssfb.var_report.xml,pht008785.v1
604,565.0,81,94,390.0,2017/11/06,./data/phs001441.v1.pht007112.v1.p1.SAB_AA_Subject.var_report.xml,pht007112.v1
606,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000449.v2.p3.simphen050.var_report.xml,pht000449.v2
607,83.0,21,18,44.0,2018/12/11,./data/phs001750.v1.pht008587.v1.p1.sc_Pulmonary_Fibrosis_Sample.var_report.xml,pht008587.v1
609,1.0,1,0,0.0,2019/05/24,./data/phs001830.v1.pht009118.v1.p1.FGFR2_CCA_Subject_Phenotypes.var_report.xml,pht009118.v1
610,14938.0,6783,8155,0.0,2020/06/18,./data/phs000280.v7.pht004235.v2.p1.VENA02.var_report.xml,pht004235.v2
611,39.0,29,8,2.0,2020/01/21,./data/phs001282.v2.pht006096.v2.p1.Endemic_Burkitt_Lymphoma_Subject.var_report.xml,pht006096.v2
613,3.0,0,1,2.0,05/08/2017,./data/phs001362.v1.pht006345.v1.p1.Gastric_Cancer_Metastases_Sample_Attributes.var_report.xml,pht006345.v1
614,21.0,7,14,0.0,2017/09/12,./data/phs001403.v1.pht006843.v1.p1.NF1_PN_Subject_Phenotypes.var_report.xml,pht006843.v1
616,26.0,12,14,0.0,01/23/2017,./data/phs001246.v1.pht006084.v1.p1.Arhinia_Sample.var_report.xml,pht006084.v1
618,40.0,26,13,1.0,2019/01/29,./data/phs001765.v1.pht008665.v1.p1.Parathyroid_Cancer_Subject_Phenotypes.var_report.xml,pht008665.v1
620,20.0,0,0,20.0,2020/03/12,./data/phs001722.v1.pht009885.v1.p1.mCRC_Subject.var_report.xml,pht009885.v1
626,348.0,98,101,149.0,2018/06/18,./data/phs001586.v1.pht008151.v1.p1.RICHS_Sample_Attributes.var_report.xml,pht008151.v1
627,56.0,0,56,0.0,2020/09/22,./data/phs002211.v1.pht010537.v1.p1.Time_Invariant_Subject_Phenotypes.var_report.xml,pht010537.v1
629,5.0,4,1,0.0,2020/12/22,./data/phs001980.v1.pht010075.v1.p1.UTPDTC_PDX_Subject.var_report.xml,pht010075.v1
631,550.0,93,85,372.0,2021/03/10,./data/phs001619.v3.pht008175.v3.p1.IRD_Pedigree.var_report.xml,pht008175.v3
634,4876.0,1686,1054,2136.0,05/16/2017,./data/phs001252.v1.pht006383.v1.p1.factf.var_report.xml,pht006383.v1
635,8.0,5,3,0.0,2019/08/27,./data/phs001845.v1.pht009408.v1.p1.SDS_Subject_Phenotypes.var_report.xml,pht009408.v1
637,1000.0,518,482,0.0,2019/11/15,./data/phs000784.v3.pht004287.v1.p1.GenSalt_Sample_Attributes.var_report.xml,pht004287.v1
640,8003.0,4525,3478,0.0,06/23/2015,./data/phs000648.v1.pht004579.v1.p1.Pancreatic_Cancer_Subject_Phenotypes.var_report.xml,pht004579.v1
641,19.0,3,16,0.0,2021/05/18,./data/phs002416.v1.pht011229.v1.p1.LMD_Subject.var_report.xml,pht011229.v1
645,830.0,258,572,0.0,2018/06/14,./data/phs001238.v2.pht006044.v1.p1.GENOA_AfricanAmerican_Phase2_Brain.var_report.xml,pht006044.v1
646,592.0,241,351,0.0,11/14/2016,./data/phs000827.v3.pht004469.v3.p1.CSER_NCGENES_Subject.var_report.xml,pht004469.v3
649,787.0,406,357,24.0,06/09/2015,./data/phs000718.v1.pht003840.v1.p1.T21NDJ_Sample.var_report.xml,pht003840.v1
650,15.0,11,4,0.0,2020/02/19,./data/phs001853.v1.pht009812.v1.p1.GI_Malignancies_Subject_Phenotypes.var_report.xml,pht009812.v1
652,21701.0,9564,12137,0.0,2018/03/15,./data/phs001516.v1.pht007493.v1.p1.PheRS_eMERGE_Subject_Phenotypes.var_report.xml,pht007493.v1
654,762.0,9,3,750.0,2017/12/13,./data/phs001053.v1.pht007233.v1.p1.XFS_Glaucoma_Sample_Attributes.var_report.xml,pht007233.v1
659,55.0,4,8,43.0,2018/04/12,./data/phs001457.v1.pht007054.v1.p1.AMP_RA_Subject_Phenotypes.var_report.xml,pht007054.v1
661,152.0,61,91,0.0,2019/01/31,./data/phs001712.v1.pht008676.v1.p1.demographic_form.var_report.xml,pht008676.v1
665,427.0,72,8,347.0,2020/10/14,./data/phs001912.v1.pht009623.v1.p1.BE_EA_Sample.var_report.xml,pht009623.v1
667,174.0,0,0,174.0,09/27/2013,./data/phs000627.v1.pht003532.v1.p1.Hepatocellular_Carcinoma_Driver_Genes_Sample_Attributes.var_report.xml,pht003532.v1
668,2343.0,1151,1178,14.0,2021/06/10,./data/phs001387.v3.pht008969.v2.p1.TOPMed_WGS_THRV_Sample.var_report.xml,pht008969.v2
671,3446.0,1428,2018,0.0,03/26/2015,./data/phs000761.v1.pht004496.v1.p1.OPPERA_Subject.var_report.xml,pht004496.v1
672,576.0,0,0,576.0,2020/02/03,./data/phs000815.v2.pht008404.v1.p1.Human_Leukocytes_GEO.var_report.xml,pht008404.v1
674,682.0,2,275,405.0,2020/04/14,./data/phs001570.v2.pht007868.v1.p1.CALGB_40601_Sample.var_report.xml,pht007868.v1
675,3001.0,645,721,1635.0,2019/04/23,./data/phs001804.v1.pht008964.v1.p1.GEODB_Sample.var_report.xml,pht008964.v1
677,4350.0,946,2304,1100.0,10/24/2013,./data/phs000618.v1.pht003304.v1.p1.Hypertriglyceridemia_Mexican_Sample_Attributes.var_report.xml,pht003304.v1
678,172.0,81,91,0.0,2020/01/31,./data/phs001934.v1.pht009774.v1.p1.Immune_Aging_Subject.var_report.xml,pht009774.v1
679,6.0,4,2,0.0,2019/05/02,./data/phs001378.v1.pht006689.v1.p1.FL_Tumors_Subject.var_report.xml,pht006689.v1
680,82.0,18,23,41.0,2021/07/13,./data/phs002392.v1.pht011254.v1.p1.NPC_Sample.var_report.xml,pht011254.v1
683,77.0,77,0,0.0,2018/11/19,./data/phs000915.v2.pht004944.v2.p2.mCRPC_SU2C_Subject.var_report.xml,pht004944.v2
686,37.0,14,6,17.0,2020/03/04,./data/phs001969.v1.pht009935.v1.p1.CGD_TCL_Sample.var_report.xml,pht009935.v1
690,2795.0,1314,1481,0.0,2021/09/23,./data/phs001468.v3.pht009552.v1.p1.TOPMed_WGS_REDSIII_Brazil_SCD_Subject.var_report.xml,pht009552.v1
692,116.0,31,85,0.0,2021/05/18,./data/phs002224.v1.pht010845.v1.p1.Crosstalk_Asthma_Subject.var_report.xml,pht010845.v1
696,720.0,0,0,720.0,2021/05/17,./data/phs002383.v1.pht011233.v1.p1.Walk_PhaSST_Subject.var_report.xml,pht011233.v1
697,88.0,0,16,72.0,2021/05/21,./data/phs002411.v1.pht011242.v1.p1.BRCA1_BRCA2_Sample_Attributes.var_report.xml,pht011242.v1
698,20287.0,0,0,20287.0,2018/03/21,./data/phs001529.v1.pht007370.v1.p1.scRNASeq_RA_Microfluidic_Sample_Attributes.var_report.xml,pht007370.v1
700,950.0,498,452,0.0,04/13/2015,./data/phs000874.v1.pht004657.v1.p1.GERFHS_Sample_Attributes.var_report.xml,pht004657.v1
702,103.0,73,30,0.0,01/09/2017,./data/phs001244.v1.pht006057.v1.p1.NPC_WES_Subject_Phenotypes.var_report.xml,pht006057.v1
703,5.0,1,4,0.0,07/28/2014,./data/phs000778.v1.pht003969.v1.p1.Vesicoureteral_Reflux_Subject_Phenotypes.var_report.xml,pht003969.v1
704,6.0,2,1,3.0,05/19/2016,./data/phs001115.v1.pht005480.v1.p1.Melanoma_Genetic_Analysis_Sample.var_report.xml,pht005480.v1
705,6443.0,2943,3500,0.0,04/29/2016,./data/phs000128.v3.pht000421.v2.p3.simphen022.var_report.xml,pht000421.v2
706,6.0,4,2,0.0,2017/10/05,./data/phs001432.v1.pht006978.v1.p1.Tumor_Heterogeneity_Thoracic_Subject_Phenotypes.var_report.xml,pht006978.v1
707,37.0,14,6,17.0,2020/03/04,./data/phs001969.v1.pht009937.v1.p1.CGD_TCL_Sample_Attributes.var_report.xml,pht009937.v1
709,981.0,416,565,0.0,03/15/2012,./data/phs000440.v1.pht002494.v1.p1.MARAZITA_Guatemala_DentalCaries_PhenotypeDS.var_report.xml,pht002494.v1
713,4.0,3,1,0.0,08/04/2015,./data/phs000926.v1.pht004865.v1.p1.Crohn_Disease_Childhood_Onset_Pedigree.var_report.xml,pht004865.v1
714,6238.0,3202,2867,169.0,2020/07/29,./data/phs001290.v1.pht010335.v1.p1.CIDR_CRC_Survival_Sample_Attributes.var_report.xml,pht010335.v1
